"","0","1","2","3","4","5"
"TRAV22_TRAJ44",1,0,0,0,1,0
"TRAV22_TRAJ45",0,1,0,0,2,0
"TRAV22_TRAJ52",0,1,1,0,0,0
"TRAV22_TRAJ53",0,0,1,0,0,0
"TRAV22_TRAJ54",0,0,1,0,0,0
"TRAV22_TRAJ7",0,1,0,0,0,0
"TRAV23DV6_TRAJ17",1,0,0,0,1,0
"TRAV23DV6_TRAJ20",0,0,9,1,0,0
"TRAV23DV6_TRAJ24",0,0,0,0,0,1
"TRAV23DV6_TRAJ34",0,0,0,0,0,1
"TRAV23DV6_TRAJ45",0,1,0,0,0,0
"TRAV23DV6_TRAJ49",1,0,0,0,1,0
"TRAV23DV6_TRAJ6",0,1,0,0,0,0
"TRAV23DV6_TRAJ8",1,0,0,0,0,0
"TRAV24_TRAJ10",0,3,0,0,0,0
"TRAV24_TRAJ18",0,0,1,0,0,0
"TRAV24_TRAJ21",0,0,0,0,1,0
"TRAV24_TRAJ24",0,1,0,0,0,0
"TRAV24_TRAJ26",0,0,5,0,1,0
"TRAV24_TRAJ28",0,0,0,0,1,0
"TRAV24_TRAJ3",0,1,0,0,0,0
"TRAV24_TRAJ30",0,3,0,0,0,0
"TRAV24_TRAJ32",1,0,0,0,0,0
"TRAV24_TRAJ34",0,0,0,0,1,0
"TRAV24_TRAJ36",0,0,0,0,1,0
"TRAV24_TRAJ37",1,1,0,0,2,19
"TRAV24_TRAJ39",0,0,1,0,0,0
"TRAV24_TRAJ43",0,0,0,0,0,1
"TRAV24_TRAJ45",0,0,0,0,2,1
"TRAV24_TRAJ47",0,0,9,0,0,0
"TRAV24_TRAJ49",0,0,0,0,1,0
"TRAV24_TRAJ5",0,1,0,0,0,0
"TRAV24_TRAJ52",0,2,0,0,1,0
"TRAV24_TRAJ58",0,1,0,0,0,0
"TRAV24_TRAJ9",0,0,0,0,1,0
"TRAV25_TRAJ20",0,1,0,0,0,0
"TRAV25_TRAJ21",0,0,0,0,1,2
"TRAV25_TRAJ26",0,2,0,0,0,0
"TRAV25_TRAJ27",0,0,1,0,0,0
"TRAV25_TRAJ30",0,1,0,0,0,0
"TRAV25_TRAJ31",0,0,0,0,1,0
"TRAV25_TRAJ32",0,0,2,1,0,0
"TRAV25_TRAJ33",0,1,0,0,0,0
"TRAV25_TRAJ36",0,1,0,0,3,0
"TRAV25_TRAJ37",0,1,0,0,0,0
"TRAV25_TRAJ38",0,0,0,0,1,0
"TRAV25_TRAJ50",1,0,0,0,0,0
"TRAV25_TRAJ52",0,0,0,0,1,1
"TRAV25_TRAJ53",0,1,0,0,1,0
"TRAV26-1_TRAJ10",0,1,0,0,0,0
"TRAV26-1_TRAJ20",0,2,0,0,0,0
"TRAV26-1_TRAJ27",0,18,5,0,0,0
"TRAV26-1_TRAJ28",0,0,1,0,0,0
"TRAV26-1_TRAJ32",0,1,0,0,0,0
"TRAV26-1_TRAJ33",0,0,1,0,0,0
"TRAV26-1_TRAJ34",0,1,0,0,1,0
"TRAV26-1_TRAJ36",0,2,0,0,0,0
"TRAV26-1_TRAJ40",0,7,0,0,0,0
"TRAV26-1_TRAJ41",0,0,0,0,1,0
"TRAV26-1_TRAJ42",0,0,0,0,0,1
"TRAV26-1_TRAJ44",0,1,0,0,1,0
"TRAV26-1_TRAJ45",0,0,0,0,1,0
"TRAV26-1_TRAJ49",0,5,0,0,0,0
"TRAV26-1_TRAJ50",0,1,0,0,0,0
"TRAV26-1_TRAJ53",0,1,0,4,0,0
"TRAV26-2_TRAJ22",0,0,0,0,1,0
"TRAV26-2_TRAJ23",0,0,0,0,1,0
"TRAV26-2_TRAJ28",0,2,0,0,0,0
"TRAV26-2_TRAJ30",0,1,0,0,0,0
"TRAV26-2_TRAJ34",0,0,29,0,0,0
"TRAV26-2_TRAJ38",0,0,0,0,1,0
"TRAV26-2_TRAJ40",0,0,0,1,0,0
"TRAV26-2_TRAJ47",0,0,1,0,0,0
"TRAV26-2_TRAJ49",0,11,0,0,0,0
"TRAV26-2_TRAJ5",0,1,31,0,0,0
"TRAV26-2_TRAJ50",0,0,0,0,1,0
"TRAV26-2_TRAJ52",0,2,0,1,0,0
"TRAV27_TRAJ13",0,0,0,0,1,0
"TRAV27_TRAJ15",0,2,0,0,0,0
"TRAV27_TRAJ16",0,1,0,0,0,0
"TRAV27_TRAJ21",0,1,0,0,1,0
"TRAV27_TRAJ28",0,1,0,0,0,0
"TRAV27_TRAJ3",0,0,0,0,1,0
"TRAV27_TRAJ33",0,0,0,0,4,0
"TRAV27_TRAJ34",0,0,0,0,0,1
"TRAV27_TRAJ37",0,0,0,1,1,0
"TRAV27_TRAJ38",0,0,0,0,1,0
"TRAV27_TRAJ39",0,4,0,0,0,0
"TRAV27_TRAJ40",0,1,0,0,0,0
"TRAV27_TRAJ42",0,0,0,0,1,0
"TRAV27_TRAJ43",0,0,0,0,3,0
"TRAV27_TRAJ44",0,0,0,0,1,0
"TRAV27_TRAJ45",0,0,0,0,1,0
"TRAV27_TRAJ48",0,0,1,0,0,0
"TRAV27_TRAJ49",0,0,0,0,1,0
"TRAV27_TRAJ52",0,0,1,1,3,0
"TRAV27_TRAJ53",0,0,0,0,1,0
"TRAV27_TRAJ58",0,2,0,0,0,7
"TRAV27_TRAJ9",0,1,0,0,0,0
"TRAV29DV5_TRAJ10",0,3,0,0,0,0
"TRAV29DV5_TRAJ13",0,1,0,0,0,0
"TRAV29DV5_TRAJ17",0,1,0,0,0,0
"TRAV29DV5_TRAJ20",0,0,0,0,1,0
"TRAV29DV5_TRAJ22",0,1,0,0,0,0
"TRAV29DV5_TRAJ23",0,2,0,0,1,0
"TRAV29DV5_TRAJ24",0,7,0,0,1,0
"TRAV29DV5_TRAJ26",1,1,0,0,0,0
"TRAV29DV5_TRAJ28",0,3,0,0,0,0
"TRAV29DV5_TRAJ30",0,0,1,1,0,0
"TRAV29DV5_TRAJ32",0,5,0,0,0,0
"TRAV29DV5_TRAJ34",1,54,1,0,1,1
"TRAV29DV5_TRAJ36",1,3,0,0,3,1
"TRAV29DV5_TRAJ37",1,1,0,0,4,0
"TRAV29DV5_TRAJ38",1,0,0,0,1,0
"TRAV29DV5_TRAJ39",0,56,2,0,4,0
"TRAV29DV5_TRAJ40",0,2,0,0,1,0
"TRAV29DV5_TRAJ42",0,33,0,0,2,1
"TRAV29DV5_TRAJ43",0,3,0,0,2,0
"TRAV29DV5_TRAJ44",0,2,0,0,0,0
"TRAV29DV5_TRAJ45",0,2,0,0,0,0
"TRAV29DV5_TRAJ47",0,0,0,0,1,0
"TRAV29DV5_TRAJ48",0,0,0,0,2,0
"TRAV29DV5_TRAJ49",1,32,0,0,3,0
"TRAV29DV5_TRAJ50",0,0,0,0,0,1
"TRAV29DV5_TRAJ52",0,3,1,0,0,0
"TRAV29DV5_TRAJ53",0,6,0,1,1,0
"TRAV29DV5_TRAJ54",0,6,0,0,0,0
"TRAV29DV5_TRAJ6",0,1,0,0,0,0
"TRAV3_TRAJ10",0,1,1,0,1,1
"TRAV3_TRAJ13",0,0,1,0,0,0
"TRAV3_TRAJ18",1,0,3,99,0,2
"TRAV3_TRAJ20",0,0,0,0,7,1
"TRAV3_TRAJ21",3,0,2,241,1,0
"TRAV3_TRAJ22",0,1,0,0,0,0
"TRAV3_TRAJ26",0,0,0,0,0,1
"TRAV3_TRAJ27",1,0,0,0,0,0
"TRAV3_TRAJ28",0,3,0,0,2,0
"TRAV3_TRAJ29",1,0,0,0,1,0
"TRAV3_TRAJ3",0,2,0,0,0,0
"TRAV3_TRAJ30",0,1,0,1,0,1
"TRAV3_TRAJ31",0,1,0,0,1,0
"TRAV3_TRAJ33",0,0,0,0,2,0
"TRAV3_TRAJ34",0,1,1,0,0,0
"TRAV3_TRAJ38",1,0,0,0,0,0
"TRAV3_TRAJ39",0,0,0,0,1,0
"TRAV3_TRAJ4",0,14,1,4,3,2
"TRAV3_TRAJ40",0,2,4,0,1,0
"TRAV3_TRAJ41",0,0,0,0,1,0
"TRAV3_TRAJ42",0,0,0,2,1,0
"TRAV3_TRAJ43",1,0,0,0,0,0
"TRAV3_TRAJ45",0,0,0,0,1,0
"TRAV3_TRAJ47",1,0,0,0,0,0
"TRAV3_TRAJ5",0,0,0,0,0,1
"TRAV3_TRAJ6",0,0,0,0,0,1
"TRAV3_TRAJ7",0,2,0,0,1,0
"TRAV3_TRAJ8",0,1,0,0,0,0
"TRAV3_TRAJ9",0,1,0,0,1,0
"TRAV30_TRAJ15",1,0,0,0,0,0
"TRAV30_TRAJ24",0,0,0,0,1,0
"TRAV30_TRAJ27",0,1,0,0,0,1
"TRAV30_TRAJ29",0,0,0,0,0,1
"TRAV30_TRAJ30",0,0,0,0,3,0
"TRAV30_TRAJ37",0,0,0,0,1,0
"TRAV30_TRAJ40",0,1,0,0,0,0
"TRAV30_TRAJ41",0,0,0,0,2,0
"TRAV30_TRAJ43",0,0,2,0,0,0
"TRAV30_TRAJ52",0,0,0,0,1,0
"TRAV30_TRAJ54",0,0,0,0,1,1
"TRAV30_TRAJ57",0,6,0,0,1,0
"TRAV34_TRAJ48",0,0,0,0,1,0
"TRAV35_TRAJ28",1,1,0,0,1,0
"TRAV35_TRAJ3",0,1,0,0,0,0
"TRAV35_TRAJ30",0,0,3,0,0,0
"TRAV35_TRAJ33",1,0,0,0,0,0
"TRAV35_TRAJ34",0,0,0,0,1,0
"TRAV35_TRAJ39",1,0,0,0,0,0
"TRAV35_TRAJ41",0,1,0,1,0,0
"TRAV35_TRAJ42",0,0,0,0,1,0
"TRAV35_TRAJ45",0,2,0,0,0,0
"TRAV35_TRAJ49",0,1,0,0,0,1
"TRAV35_TRAJ52",0,0,0,0,1,0
"TRAV36DV7_TRAJ15",1,0,0,0,0,0
"TRAV36DV7_TRAJ16",0,0,0,0,1,0
"TRAV36DV7_TRAJ20",0,29,0,0,0,0
"TRAV36DV7_TRAJ27",0,0,0,0,1,0
"TRAV36DV7_TRAJ3",1,0,0,0,0,0
"TRAV36DV7_TRAJ30",1,0,0,0,0,1
"TRAV36DV7_TRAJ39",0,0,1,0,0,0
"TRAV36DV7_TRAJ40",0,1,1,0,1,0
"TRAV36DV7_TRAJ42",0,16,1,1,1,0
"TRAV36DV7_TRAJ47",0,0,0,0,1,0
"TRAV36DV7_TRAJ57",0,0,0,0,1,0
"TRAV38-1_TRAJ12",0,3,0,0,0,0
"TRAV38-1_TRAJ21",0,1,0,0,0,0
"TRAV38-1_TRAJ23",0,0,0,0,1,0
"TRAV38-1_TRAJ28",0,1,0,0,0,0
"TRAV38-1_TRAJ33",0,0,0,0,1,0
"TRAV38-1_TRAJ34",0,0,0,0,1,1
"TRAV38-1_TRAJ36",0,1,1,0,0,0
"TRAV38-1_TRAJ37",0,1,0,1,0,1
"TRAV38-1_TRAJ39",0,1,0,0,0,0
"TRAV38-1_TRAJ4",0,0,0,0,1,0
"TRAV38-1_TRAJ40",0,1,0,0,0,0
"TRAV38-1_TRAJ41",0,11,0,0,0,1
"TRAV38-1_TRAJ42",1,0,0,0,1,0
"TRAV38-1_TRAJ44",0,0,0,0,1,0
"TRAV38-1_TRAJ45",0,0,0,0,2,0
"TRAV38-1_TRAJ47",0,3,0,0,0,1
"TRAV38-1_TRAJ48",1,0,0,1,2,0
"TRAV38-1_TRAJ49",0,0,0,0,0,2
"TRAV38-1_TRAJ53",1,1,1,0,4,2
"TRAV38-1_TRAJ54",1,0,3,84,0,1
"TRAV38-1_TRAJ56",0,1,0,0,0,0
"TRAV38-1_TRAJ57",2,0,0,0,1,0
"TRAV38-2DV8_TRAJ10",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ17",0,0,0,0,0,1
"TRAV38-2DV8_TRAJ20",0,0,0,1,0,0
"TRAV38-2DV8_TRAJ21",0,0,2,0,0,4
"TRAV38-2DV8_TRAJ23",0,2,42,0,0,0
"TRAV38-2DV8_TRAJ28",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ29",0,0,0,0,2,0
"TRAV38-2DV8_TRAJ30",1,1,0,0,2,0
"TRAV38-2DV8_TRAJ31",0,1,0,0,1,0
"TRAV38-2DV8_TRAJ32",0,1,0,0,0,0
"TRAV38-2DV8_TRAJ33",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ39",0,1,0,0,0,1
"TRAV38-2DV8_TRAJ4",0,0,0,0,0,1
"TRAV38-2DV8_TRAJ40",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ41",0,0,1,0,0,0
"TRAV38-2DV8_TRAJ42",0,0,0,0,0,1
"TRAV38-2DV8_TRAJ43",0,1,0,0,3,1
"TRAV38-2DV8_TRAJ44",0,1,0,0,0,0
"TRAV38-2DV8_TRAJ45",0,2,0,0,0,1
"TRAV38-2DV8_TRAJ47",0,1,0,0,0,0
"TRAV38-2DV8_TRAJ48",0,1,0,0,1,1
"TRAV38-2DV8_TRAJ49",0,2,14,0,0,0
"TRAV38-2DV8_TRAJ50",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ52",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ54",0,0,0,0,1,0
"TRAV38-2DV8_TRAJ56",2,0,8,37,0,0
"TRAV38-2DV8_TRAJ57",7,0,0,0,0,0
"TRAV38-2DV8_TRAJ58",1,0,1,1,3,0
"TRAV39_TRAJ27",0,0,0,0,1,0
"TRAV39_TRAJ30",0,0,1,0,2,0
"TRAV39_TRAJ31",0,0,0,0,1,0
"TRAV39_TRAJ34",0,0,0,29,0,0
"TRAV39_TRAJ40",0,2,0,0,0,2
"TRAV39_TRAJ43",0,0,0,0,4,0
"TRAV39_TRAJ45",0,0,22,3,0,0
"TRAV39_TRAJ49",0,0,0,0,1,1
"TRAV39_TRAJ50",0,0,0,0,1,0
"TRAV39_TRAJ53",1,1,0,0,0,0
"TRAV39_TRAJ54",0,0,0,0,1,0
"TRAV39_TRAJ56",0,1,0,0,0,0
"TRAV39_TRAJ57",0,0,0,0,1,0
"TRAV4_TRAJ10",1,0,0,0,0,0
"TRAV4_TRAJ12",0,4,0,0,0,0
"TRAV4_TRAJ13",0,7,1,0,1,0
"TRAV4_TRAJ20",3,0,0,0,0,0
"TRAV4_TRAJ21",1,0,0,1,0,0
"TRAV4_TRAJ22",0,0,0,0,2,0
"TRAV4_TRAJ23",0,0,0,0,1,0
"TRAV4_TRAJ27",0,0,0,0,3,0
"TRAV4_TRAJ28",0,0,0,0,2,0
"TRAV4_TRAJ29",0,1,0,0,0,0
"TRAV4_TRAJ3",0,0,0,0,1,1
"TRAV4_TRAJ30",0,0,0,0,2,1
"TRAV4_TRAJ31",0,0,0,0,4,0
"TRAV4_TRAJ32",0,0,0,0,1,0
"TRAV4_TRAJ33",0,2,0,1,0,3
"TRAV4_TRAJ34",0,0,0,0,2,0
"TRAV4_TRAJ37",0,0,0,0,1,0
"TRAV4_TRAJ38",0,1,0,0,0,0
"TRAV4_TRAJ39",0,2,0,0,0,0
"TRAV4_TRAJ4",0,0,0,0,1,0
"TRAV4_TRAJ40",7,0,0,0,2,0
"TRAV4_TRAJ42",0,0,0,0,1,0
"TRAV4_TRAJ45",0,1,0,0,0,0
"TRAV4_TRAJ5",0,0,2,0,2,0
"TRAV4_TRAJ6",2,7,0,0,2,0
"TRAV4_TRAJ7",2,0,0,0,0,0
"TRAV4_TRAJ8",0,0,0,0,1,0
"TRAV4_TRAJ9",0,0,0,0,3,0
"TRAV40_TRAJ39",0,0,0,0,0,1
"TRAV41_TRAJ10",0,0,0,0,1,0
"TRAV41_TRAJ18",0,2,0,0,0,0
"TRAV41_TRAJ26",0,0,0,0,1,0
"TRAV41_TRAJ28",0,3,1,3,1,0
"TRAV41_TRAJ31",0,0,1,0,0,0
"TRAV41_TRAJ32",0,0,0,0,1,0
"TRAV41_TRAJ33",0,0,0,1,1,0
"TRAV41_TRAJ34",0,2,0,0,0,0
"TRAV41_TRAJ42",0,1,0,0,0,0
"TRAV41_TRAJ45",0,2,0,1,1,6
"TRAV41_TRAJ48",0,0,0,1,1,0
"TRAV41_TRAJ49",0,0,0,0,2,0
"TRAV41_TRAJ52",0,0,0,0,1,0
"TRAV41_TRAJ54",0,0,0,0,1,0
"TRAV5_TRAJ10",0,4,0,0,0,0
"TRAV5_TRAJ12",0,2,0,0,1,0
"TRAV5_TRAJ13",0,2,0,0,0,0
"TRAV5_TRAJ15",0,2,0,0,0,0
"TRAV5_TRAJ16",1,0,0,0,0,0
"TRAV5_TRAJ20",2,0,0,0,1,0
"TRAV5_TRAJ21",0,0,0,1,0,0
"TRAV5_TRAJ22",0,1,0,0,0,0
"TRAV5_TRAJ23",2,0,0,0,0,0
"TRAV5_TRAJ3",9,1,1,0,0,1
"TRAV5_TRAJ30",0,2,8,6,0,1
"TRAV5_TRAJ31",0,0,0,0,1,0
"TRAV5_TRAJ34",0,0,1,0,0,0
"TRAV5_TRAJ36",0,0,0,0,1,0
"TRAV5_TRAJ37",0,2,1,0,1,0
"TRAV5_TRAJ38",2,0,0,0,0,0
"TRAV5_TRAJ4",1,1,0,0,0,0
"TRAV5_TRAJ52",0,1,0,0,0,0
"TRAV5_TRAJ6",0,1,0,0,0,0
"TRAV5_TRAJ7",0,5,0,0,1,0
"TRAV5_TRAJ8",2,0,0,12,2,4
"TRAV5_TRAJ9",1,0,0,0,0,1
"TRAV6_TRAJ13",0,1,0,0,0,0
"TRAV6_TRAJ23",0,7,0,0,0,0
"TRAV6_TRAJ29",0,7,1,0,0,0
"TRAV6_TRAJ3",0,1,0,0,0,0
"TRAV6_TRAJ30",0,1,0,0,0,0
"TRAV6_TRAJ31",0,0,3,0,0,0
"TRAV6_TRAJ34",0,0,0,0,1,0
"TRAV6_TRAJ35",0,0,107,2,1,0
"TRAV6_TRAJ37",0,0,1,0,0,0
"TRAV6_TRAJ6",0,0,1,4,1,0
"TRAV6_TRAJ9",0,1,0,0,1,0
"TRAV8-1_TRAJ10",0,0,0,0,0,1
"TRAV8-1_TRAJ12",0,0,0,0,0,1
"TRAV8-1_TRAJ13",0,0,0,0,3,0
"TRAV8-1_TRAJ15",1,0,0,0,0,0
"TRAV8-1_TRAJ17",0,0,0,0,1,0
"TRAV8-1_TRAJ20",0,0,0,0,1,1
"TRAV8-1_TRAJ24",0,0,0,0,1,1
"TRAV8-1_TRAJ28",0,16,1,0,0,0
"TRAV8-1_TRAJ33",0,1,0,0,0,0
"TRAV8-1_TRAJ34",0,0,0,0,1,0
"TRAV8-1_TRAJ35",0,10,0,0,0,0
"TRAV8-1_TRAJ39",0,0,0,0,1,0
"TRAV8-1_TRAJ40",0,1,0,0,0,0
"TRAV8-1_TRAJ8",4,0,0,0,0,0
"TRAV8-2_TRAJ49",0,0,0,1,0,0
"TRAV8-3_TRAJ10",0,0,0,0,1,0
"TRAV8-3_TRAJ16",0,1,0,1,3,1
"TRAV8-3_TRAJ17",0,0,0,0,0,1
"TRAV8-3_TRAJ20",0,0,0,0,0,2
"TRAV8-3_TRAJ23",0,4,0,2,0,0
"TRAV8-3_TRAJ25",0,0,0,0,1,0
"TRAV8-3_TRAJ27",0,0,0,1,0,0
"TRAV8-3_TRAJ28",0,1,0,0,1,0
"TRAV8-3_TRAJ3",0,1,0,0,0,0
"TRAV8-3_TRAJ30",1,0,1,1,1,0
"TRAV8-3_TRAJ32",0,0,0,0,0,1
"TRAV8-3_TRAJ33",0,1,1,2,0,1
"TRAV8-3_TRAJ34",0,0,0,1,0,0
"TRAV8-3_TRAJ36",0,3,0,0,0,0
"TRAV8-3_TRAJ4",0,11,1,0,1,0
"TRAV8-3_TRAJ40",0,4,0,0,0,0
"TRAV8-3_TRAJ42",0,0,0,1,0,0
"TRAV8-3_TRAJ43",0,2,1,0,0,0
"TRAV8-3_TRAJ45",0,0,1,0,0,0
"TRAV8-3_TRAJ47",0,0,0,0,1,0
"TRAV8-3_TRAJ48",0,0,0,0,2,0
"TRAV8-3_TRAJ49",0,0,0,0,1,0
"TRAV8-3_TRAJ5",1,1,0,0,0,0
"TRAV8-3_TRAJ52",0,0,0,0,1,1
"TRAV8-3_TRAJ53",0,1,0,0,0,0
"TRAV8-3_TRAJ6",0,0,1,0,0,1
"TRAV8-3_TRAJ7",0,0,0,0,1,0
"TRAV8-3_TRAJ8",1,0,0,0,0,0
"TRAV8-4_TRAJ13",0,1,0,0,0,0
"TRAV8-4_TRAJ17",0,2,0,0,0,0
"TRAV8-4_TRAJ20",1,0,0,0,0,0
"TRAV8-4_TRAJ23",1,1,0,0,0,0
"TRAV8-4_TRAJ26",0,1,0,0,0,0
"TRAV8-4_TRAJ28",0,0,0,0,1,0
"TRAV8-4_TRAJ29",0,1,0,0,0,0
"TRAV8-4_TRAJ30",5,3,0,1,1,0
"TRAV8-4_TRAJ31",0,1,0,0,0,0
"TRAV8-4_TRAJ34",0,0,0,0,0,1
"TRAV8-4_TRAJ37",1,3,1,0,0,0
"TRAV8-4_TRAJ38",0,0,0,0,1,0
"TRAV8-4_TRAJ39",0,0,0,1,0,0
"TRAV8-4_TRAJ4",0,1,0,2,1,0
"TRAV8-4_TRAJ41",0,4,0,0,0,0
"TRAV8-4_TRAJ44",0,0,0,0,0,1
"TRAV8-4_TRAJ45",1,0,0,1,1,0
"TRAV8-4_TRAJ46",0,1,0,0,0,0
"TRAV8-4_TRAJ49",0,0,0,0,2,0
"TRAV8-4_TRAJ5",0,0,0,0,2,0
"TRAV8-4_TRAJ52",0,0,0,0,1,0
"TRAV8-4_TRAJ57",0,1,0,0,0,0
"TRAV8-4_TRAJ8",0,1,0,0,0,0
"TRAV8-6_TRAJ10",0,1,0,0,0,0
"TRAV8-6_TRAJ13",1,1,0,0,0,0
"TRAV8-6_TRAJ16",0,0,0,0,1,0
"TRAV8-6_TRAJ18",0,0,0,0,1,0
"TRAV8-6_TRAJ20",0,0,0,0,0,1
"TRAV8-6_TRAJ22",1,0,0,0,0,0
"TRAV8-6_TRAJ23",3,2,1,1,0,0
"TRAV8-6_TRAJ27",1,0,0,0,0,0
"TRAV8-6_TRAJ33",0,1,0,0,1,0
"TRAV8-6_TRAJ37",0,0,1,1,0,0
"TRAV8-6_TRAJ42",0,0,1,0,0,0
"TRAV8-6_TRAJ43",0,0,1,0,0,0
"TRAV8-6_TRAJ44",0,0,0,0,1,0
"TRAV8-6_TRAJ48",0,1,0,0,1,0
"TRAV8-6_TRAJ5",0,0,0,0,3,0
"TRAV8-6_TRAJ52",1,0,0,0,0,0
"TRAV8-6_TRAJ53",0,0,0,0,1,0
"TRAV8-6_TRAJ54",0,0,0,0,0,5
"TRAV8-6_TRAJ6",1,0,0,0,0,0
"TRAV8-6_TRAJ8",1,0,0,0,0,2
"TRAV8-6_TRAJ9",0,3,0,0,0,0
"TRAV9-1_TRAJ9",3,0,0,0,0,0
"TRAV9-2_TRAJ11",1,0,0,0,0,0
"TRAV9-2_TRAJ12",0,10,0,0,0,0
"TRAV9-2_TRAJ13",1,0,0,0,0,0
"TRAV9-2_TRAJ15",0,0,0,3,0,1
"TRAV9-2_TRAJ16",1,2,0,0,0,0
"TRAV9-2_TRAJ17",1,1,0,0,0,0
"TRAV9-2_TRAJ20",0,0,1,0,3,0
"TRAV9-2_TRAJ21",0,1,0,0,0,0
"TRAV9-2_TRAJ23",0,0,1,0,0,0
"TRAV9-2_TRAJ24",0,1,0,0,0,0
"TRAV9-2_TRAJ26",0,2,0,4,0,1
"TRAV9-2_TRAJ27",2,0,0,0,0,0
"TRAV9-2_TRAJ28",0,0,0,0,1,0
"TRAV9-2_TRAJ3",2,0,0,0,0,0
"TRAV9-2_TRAJ31",0,1,0,0,0,0
"TRAV9-2_TRAJ40",0,1,0,0,0,0
"TRAV9-2_TRAJ42",0,1,0,1,0,0
"TRAV9-2_TRAJ43",0,0,2,1,0,0
"TRAV9-2_TRAJ49",0,0,0,1,1,0
"TRAV9-2_TRAJ5",0,0,0,0,1,0
"TRAV9-2_TRAJ52",0,1,0,0,0,1
"TRAV9-2_TRAJ57",0,1,0,2,0,0
"TRAV9-2_TRAJ6",0,8,0,1,1,0
"TRAV9-2_TRAJ9",2,0,2,0,1,0
"TRDV1_TRAJ15",0,0,0,1,0,0
"TRDV1_TRAJ16",0,1,0,0,0,0
"TRDV1_TRAJ22",0,0,0,1,0,0
"TRDV1_TRAJ31",0,0,0,0,1,0
"TRDV1_TRAJ35",0,0,0,0,0,1
"TRDV1_TRAJ37",0,1,0,0,1,0
"TRDV1_TRAJ40",0,0,0,0,1,0
"TRDV1_TRAJ42",0,1,0,0,0,0
"TRDV1_TRAJ43",0,0,11,0,0,0
"TRDV1_TRAJ45",0,1,0,0,0,0
"TRDV3_TRAJ58",1,0,0,0,0,0
